state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6500.0,7000.0,6750.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,01/03/2026,15000.0,16000.0,15500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,6500.0,7000.0,6750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,4400.0,4800.0,4600.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,5600.0,6000.0,5800.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,6000.0,8000.0,7000.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Grapes,Annabesahai,Local,01/03/2026,8000.0,9000.0,8500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,4000.0,4600.0,4300.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,7500.0,8000.0,7750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,5000.0,8000.0,6500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2800.0,3000.0,2900.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Tomato,Local,Local,01/03/2026,1000.0,1500.0,1250.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4800.0,5000.0,4900.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,1000.0,1500.0,1250.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,2600.0,3000.0,2800.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,3000.0,3400.0,3200.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Lime,Lime,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2000.0,3000.0,2500.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,4200.0,4600.0,4400.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3800.0,4200.0,4000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,3000.0,3400.0,3200.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6200.0,6600.0,6400.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,2600.0,4200.0,3400.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,6600.0,7400.0,7000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,4600.0,5200.0,4900.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,3000.0,3200.0,3100.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,01/03/2026,1600.0,1800.0,1700.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4800.0,5200.0,5000.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3000.0,3200.0,3100.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,01/03/2026,6800.0,7000.0,6900.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,7000.0,8200.0,7600.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,1800.0,2200.0,2000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3800.0,4000.0,3900.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6500.0,7500.0,7000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,8500.0,10500.0,9500.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,2800.0,3500.0,3150.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,2200.0,2500.0,2350.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,7000.0,7400.0,7200.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,7500.0,8000.0,7750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,3600.0,3600.0,3600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,3400.0,3400.0,3400.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3800.0,3800.0,3800.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2600.0,2600.0,2600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,11000.0,11000.0,11000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,3500.0,10000.0,6750.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,3500.0,4400.0,3950.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,5200.0,5200.0,5200.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,12800.0,12800.0,12800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Lime,Lime,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,6500.0,6500.0,6500.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,2800.0,2800.0,2800.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,3400.0,3400.0,3400.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,01/03/2026,10000.0,20000.0,15000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,800.0,1200.0,1000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5300.0,5300.0,5300.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,2400.0,3500.0,2950.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,8000.0,12000.0,10000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,01/03/2026,14000.0,26000.0,20000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,01/03/2026,4500.0,4800.0,4650.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,1500.0,1600.0,1550.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,2000.0,3000.0,2500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Betal Leaves,Mysore,Local,01/03/2026,24000.0,24000.0,24000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,8500.0,8500.0,8500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,1600.0,1600.0,1600.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4400.0,4400.0,4400.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5400.0,5400.0,5400.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,1800.0,1800.0,1800.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,1500.0,1500.0,1500.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,8500.0,8500.0,8500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,800.0,1600.0,1200.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4200.0,4400.0,4300.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3800.0,3800.0,3800.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,6400.0,6400.0,6400.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5300.0,5300.0,5300.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3200.0,3200.0,3200.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,1600.0,1600.0,1600.0
